person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_term,credit_score,monthly_expenses,co_applicant_income,employment_type,existing_loans,debt_to_income_ratio
23,78000,RENT,7.0,DEBTCONSOLIDATION,C,25000,,1,0.32,Y,2,12,759,47906,20421,Freelancer,1,0.38
23,78000,RENT,1.0,VENTURE,B,25000,10.62,1,0.32,N,3,12,613,49175,0,Unemployed,0,0.32
23,78504,RENT,7.0,VENTURE,B,25000,10.74,1,0.32,N,3,24,609,33976,0,Freelancer,1,0.38
25,186000,OWN,9.0,VENTURE,B,10000,10.25,0,0.05,N,4,12,620,106561,0,Freelancer,5,0.19
24,185000,MORTGAGE,,EDUCATION,B,35000,12.42,0,0.19,N,2,36,686,103009,0,Salaried,0,0.19
25,185000,RENT,6.0,VENTURE,C,15000,15.27,0,0.08,N,2,48,539,80855,0,Freelancer,2,0.14
24,62050,RENT,8.0,MEDICAL,D,25000,15.33,1,0.34,Y,2,12,650,42669,0,Freelancer,2,0.56
23,79416,RENT,7.0,VENTURE,D,25000,15.21,1,0.31,Y,2,12,750,34828,0,Freelancer,5,0.63
21,14400,OWN,4.0,VENTURE,C,6250,14.72,1,0.43,N,2,24,729,7892,0,Salaried,5,2.17
24,79631,RENT,8.0,PERSONAL,D,25000,15.7,1,0.31,Y,2,24,654,35997,0,Freelancer,1,0.38
24,79632,RENT,0.0,EDUCATION,C,25000,13.35,1,0.31,N,4,36,658,24266,0,Salaried,2,0.44
21,14400,MORTGAGE,0.0,MEDICAL,C,1500,,0,0.1,N,4,48,708,4847,0,Salaried,1,0.45
24,80000,RENT,6.0,EDUCATION,A,25000,6.62,1,0.31,N,2,24,726,31434,0,Self-Employed,4,0.56
26,80000,RENT,5.0,DEBTCONSOLIDATION,C,25000,13.61,1,0.31,N,4,12,653,49989,0,Freelancer,1,0.38
22,185000,RENT,4.0,MEDICAL,B,25000,11.36,0,0.14,N,2,48,668,88212,0,Unemployed,3,0.22
26,185000,OWN,10.0,PERSONAL,A,5000,7.68,0,0.03,N,2,48,651,99058,0,Freelancer,2,0.08
24,184992,RENT,7.0,HOMEIMPROVEMENT,D,22000,14.46,0,0.12,Y,4,12,613,125339,0,Self-Employed,1,0.15
23,184000,OWN,5.0,EDUCATION,B,2500,11.83,0,0.01,N,2,24,669,66020,0,Salaried,5,0.15
24,172000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,20000,13.47,1,0.12,Y,4,12,665,110893,0,Freelancer,3,0.2
24,183000,MORTGAGE,2.0,MEDICAL,B,20000,11.49,0,0.11,N,3,48,616,82660,0,Unemployed,2,0.16
22,183000,MORTGAGE,3.0,EDUCATION,A,1000,,0,0.01,N,2,60,712,79603,0,Freelancer,3,0.09
25,182952,MORTGAGE,9.0,PERSONAL,A,15000,6.03,0,0.08,N,3,60,704,100662,60175,Unemployed,5,0.22
23,74004,RENT,7.0,DEBTCONSOLIDATION,E,25000,16.35,1,0.34,N,4,36,714,48802,0,Unemployed,0,0.34
26,74004,RENT,10.0,DEBTCONSOLIDATION,D,25000,,1,0.34,Y,4,12,641,32518,0,Self-Employed,5,0.68
25,81000,RENT,5.0,DEBTCONSOLIDATION,A,25000,7.29,1,0.31,N,3,12,580,48969,0,Self-Employed,2,0.43
23,81600,RENT,1.0,MEDICAL,B,25000,11.36,1,0.31,N,3,36,703,25108,0,Unemployed,5,0.61
24,82000,RENT,8.0,VENTURE,B,25000,10.25,0,0.3,N,2,36,646,45037,0,Salaried,3,0.49
24,83000,RENT,5.0,EDUCATION,B,25000,11.12,0,0.3,N,3,36,635,45834,33003,Freelancer,3,0.48
24,83000,RENT,5.0,PERSONAL,D,25000,12.92,0,0.3,Y,3,48,617,43361,0,Self-Employed,4,0.54
24,180000,RENT,8.0,EDUCATION,E,18000,18.64,0,0.1,Y,4,12,666,121523,0,Salaried,0,0.1
23,180000,MORTGAGE,8.0,PERSONAL,A,28000,7.51,0,0.16,N,3,48,758,121578,0,Freelancer,0,0.16
23,14400,OWN,2.0,HOMEIMPROVEMENT,E,4000,16.7,1,0.28,N,2,36,654,6290,0,Self-Employed,0,0.28
22,14400,OWN,0.0,PERSONAL,B,2100,11.14,0,0.15,N,4,12,625,6948,3322,Self-Employed,3,1.19
22,84500,RENT,6.0,PERSONAL,F,25000,18.3,0,0.3,N,4,48,712,52132,0,Salaried,4,0.53
24,85000,RENT,5.0,MEDICAL,B,25000,10.62,0,0.29,N,4,48,688,54192,0,Freelancer,3,0.47
24,180000,MORTGAGE,7.0,VENTURE,B,14000,11.99,0,0.08,N,2,36,574,84093,0,Salaried,5,0.22
26,180000,MORTGAGE,2.0,VENTURE,B,12000,9.63,0,0.07,N,4,12,713,79129,134888,Unemployed,3,0.15
25,142800,MORTGAGE,9.0,MEDICAL,F,10000,18.25,1,0.06,N,4,36,786,89713,0,Freelancer,2,0.14
23,14664,MORTGAGE,0.0,DEBTCONSOLIDATION,C,6000,,1,0.41,N,4,12,549,6609,0,Self-Employed,0,0.41
24,87000,RENT,8.0,HOMEIMPROVEMENT,D,25000,14.84,0,0.29,N,3,60,618,40202,0,Freelancer,5,0.57
24,75000,RENT,0.0,VENTURE,E,25000,14.7,1,0.33,Y,3,24,537,26565,0,Freelancer,5,0.67
23,76000,RENT,7.0,DEBTCONSOLIDATION,D,25000,16.02,1,0.33,N,4,24,676,39305,0,Salaried,1,0.39
23,66215,RENT,1.0,MEDICAL,D,25000,15.37,1,0.32,Y,2,24,729,28510,22049,Salaried,3,0.6
25,90000,RENT,9.0,MEDICAL,B,25000,10.99,0,0.28,N,4,36,685,48261,68739,Freelancer,2,0.39
21,15000,OWN,0.0,HOMEIMPROVEMENT,A,6200,7.9,1,0.41,N,2,60,749,7189,0,Unemployed,3,1.41
26,180000,OWN,2.0,PERSONAL,B,25000,10.99,0,0.14,N,4,12,721,107865,66554,Freelancer,5,0.28
24,180000,OWN,8.0,EDUCATION,B,21000,11.48,0,0.12,N,3,48,765,73999,96554,Salaried,5,0.26
25,180000,OWN,9.0,MEDICAL,C,20000,14.26,0,0.11,Y,4,12,738,66383,0,Freelancer,4,0.22
26,180000,OWN,0.0,HOMEIMPROVEMENT,A,10000,8.0,0,0.06,N,4,48,659,104613,0,Self-Employed,2,0.11
25,180000,MORTGAGE,3.0,VENTURE,B,9950,11.26,0,0.06,N,2,12,683,81657,0,Freelancer,0,0.06
23,15000,OWN,7.0,MEDICAL,B,4475,,1,0.3,N,4,60,636,7881,6658,Freelancer,0,0.3
23,78000,RENT,2.0,VENTURE,D,25000,16.32,1,0.32,Y,3,48,668,52761,0,Freelancer,3,0.51
25,66300,RENT,3.0,MEDICAL,E,25000,17.93,1,0.32,Y,4,36,683,32728,0,Salaried,5,0.75
23,90000,RENT,0.0,DEBTCONSOLIDATION,B,25000,11.36,0,0.28,N,3,12,675,32486,0,Unemployed,3,0.44
24,79000,RENT,9.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.32,Y,4,12,747,37183,0,Freelancer,3,0.51
24,91800,RENT,4.0,PERSONAL,C,25000,13.43,0,0.27,Y,3,48,663,45111,0,Self-Employed,5,0.54
25,92000,RENT,6.0,HOMEIMPROVEMENT,B,25000,12.69,0,0.27,N,3,36,633,55788,51218,Unemployed,5,0.54
24,92000,RENT,1.0,VENTURE,C,25000,12.73,0,0.27,Y,4,36,636,34782,0,Self-Employed,1,0.33
23,93600,RENT,3.0,VENTURE,D,25000,15.21,0,0.27,N,4,60,712,41068,74489,Self-Employed,0,0.27
23,15000,MORTGAGE,1.0,MEDICAL,C,1750,12.68,0,0.12,Y,3,36,609,4800,0,Freelancer,5,1.78
23,70550,RENT,3.0,MEDICAL,F,25000,19.04,1,0.3,Y,4,36,669,40974,0,Self-Employed,5,0.71
25,83800,RENT,2.0,DEBTCONSOLIDATION,D,25000,15.95,1,0.3,Y,3,36,746,50076,0,Salaried,5,0.6
26,175000,MORTGAGE,3.0,VENTURE,A,2600,8.9,0,0.01,N,4,24,694,84503,61000,Unemployed,1,0.04
25,175000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000,7.9,0,0.05,N,2,60,676,90178,0,Salaried,5,0.19
22,175000,MORTGAGE,6.0,EDUCATION,B,18000,,0,0.1,N,2,12,678,104986,0,Freelancer,3,0.19
23,175000,MORTGAGE,8.0,PERSONAL,B,21000,11.99,0,0.12,N,3,48,628,71281,0,Unemployed,1,0.15
23,15000,OWN,4.0,DEBTCONSOLIDATION,C,4000,13.98,1,0.27,N,4,12,637,8141,7479,Freelancer,3,1.27
23,15000,OWN,4.0,VENTURE,B,4600,10.99,1,0.31,N,2,60,670,10283,0,Self-Employed,5,1.97
22,88000,RENT,6.0,DEBTCONSOLIDATION,D,25000,15.58,1,0.28,Y,2,48,693,49560,0,Unemployed,2,0.4
25,74800,RENT,2.0,MEDICAL,B,25000,10.99,1,0.28,N,2,60,727,24777,0,Salaried,2,0.47
25,88000,RENT,0.0,VENTURE,D,25000,14.96,1,0.28,N,4,36,684,36617,0,Freelancer,5,0.57
25,15000,OWN,2.0,HOMEIMPROVEMENT,D,1750,15.31,0,0.12,Y,4,48,747,7614,9887,Unemployed,5,1.78
26,88000,RENT,2.0,VENTURE,D,25000,15.65,1,0.28,N,3,36,760,28958,0,Freelancer,1,0.34
25,100000,RENT,1.0,VENTURE,B,25000,9.33,0,0.25,N,4,12,719,57062,66567,Self-Employed,3,0.4
23,15000,MORTGAGE,0.0,PERSONAL,C,3600,13.47,1,0.24,N,4,12,741,8425,5413,Self-Employed,2,0.91
24,102400,RENT,8.0,PERSONAL,B,25000,10.36,0,0.24,N,3,48,630,66614,0,Self-Employed,2,0.34
24,92000,RENT,1.0,HOMEIMPROVEMENT,E,25000,16.77,1,0.27,Y,4,48,622,45999,73383,Freelancer,1,0.33
23,93000,RENT,0.0,DEBTCONSOLIDATION,D,25000,14.59,1,0.27,Y,2,60,705,53647,0,Unemployed,1,0.32
22,175000,RENT,6.0,VENTURE,C,3500,11.91,0,0.02,Y,2,60,612,65241,0,Freelancer,0,0.02
23,175000,MORTGAGE,3.0,EDUCATION,A,7200,8.38,0,0.04,N,3,36,665,52700,0,Unemployed,1,0.07
25,174708,RENT,9.0,VENTURE,B,9000,10.59,0,0.05,N,3,48,718,64450,103328,Freelancer,4,0.17
25,174000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8800,14.27,0,0.05,N,3,12,750,56530,40660,Self-Employed,0,0.05
26,174000,RENT,8.0,DEBTCONSOLIDATION,B,12000,12.53,0,0.07,N,4,60,667,81969,0,Unemployed,0,0.07
25,162000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,25000,16.0,1,0.15,Y,3,60,647,78946,42731,Salaried,4,0.28
26,173467,MORTGAGE,10.0,VENTURE,B,10000,11.71,0,0.06,N,4,12,696,96757,0,Self-Employed,3,0.14
21,15000,OWN,0.0,HOMEIMPROVEMENT,C,3175,11.54,1,0.21,Y,3,60,626,5344,6254,Salaried,5,1.88
25,96000,RENT,2.0,HOMEIMPROVEMENT,E,25000,15.68,1,0.26,Y,4,36,671,37045,49460,Freelancer,5,0.52
21,15120,MORTGAGE,0.0,EDUCATION,B,1500,10.59,0,0.1,N,2,48,679,9364,0,Freelancer,1,0.43
24,97908,RENT,8.0,HOMEIMPROVEMENT,D,25000,12.61,1,0.26,Y,2,12,678,51950,0,Freelancer,4,0.46
26,110000,RENT,3.0,PERSONAL,C,25000,,0,0.23,Y,2,48,684,34291,73493,Self-Employed,2,0.32
23,15204,MORTGAGE,7.0,PERSONAL,A,2800,8.49,1,0.18,N,3,60,638,9720,0,Salaried,1,0.51
25,159600,RENT,0.0,PERSONAL,D,30000,17.27,1,0.19,Y,4,60,643,88086,0,Salaried,0,0.19
24,171500,RENT,6.0,DEBTCONSOLIDATION,A,18000,8.9,0,0.1,N,4,12,642,64253,0,Self-Employed,0,0.1
25,170004,MORTGAGE,3.0,MEDICAL,B,10000,11.11,0,0.06,N,4,36,598,68142,0,Self-Employed,3,0.15
24,158004,RENT,0.0,HOMEIMPROVEMENT,D,25000,14.59,1,0.16,Y,2,24,697,82386,0,Unemployed,0,0.16
26,170000,RENT,0.0,VENTURE,B,13000,12.42,0,0.08,N,3,12,724,89134,102852,Unemployed,5,0.22
24,83300,RENT,0.0,MEDICAL,D,25000,,1,0.26,N,2,24,719,51818,0,Self-Employed,3,0.48
24,110000,RENT,7.0,HOMEIMPROVEMENT,D,25000,15.7,0,0.23,Y,2,24,666,48777,0,Unemployed,5,0.45
22,15360,OWN,7.0,HOMEIMPROVEMENT,B,2500,12.53,1,0.16,N,3,36,639,7982,0,Self-Employed,0,0.16
25,134300,RENT,3.0,MEDICAL,D,5000,16.49,1,0.03,N,2,24,717,71583,0,Salaried,2,0.11
25,170000,MORTGAGE,2.0,EDUCATION,A,20000,7.49,0,0.12,N,2,24,711,88989,134317,Freelancer,0,0.12
22,100580,RENT,6.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.25,Y,2,36,690,33107,0,Freelancer,4,0.45
25,113000,RENT,7.0,MEDICAL,C,25000,12.73,0,0.22,Y,4,24,767,52488,56964,Unemployed,1,0.27
24,120000,RENT,8.0,EDUCATION,B,25000,10.65,0,0.21,N,4,24,678,52266,0,Freelancer,5,0.42
25,120000,RENT,6.0,MEDICAL,B,25000,10.74,0,0.21,N,2,24,667,83653,0,Self-Employed,0,0.21
23,120000,RENT,7.0,EDUCATION,B,25000,9.99,0,0.21,N,2,12,660,58353,68140,Freelancer,0,0.21
24,91800,RENT,5.0,MEDICAL,D,25000,15.33,1,0.23,Y,2,12,601,43521,0,Salaried,5,0.54
21,15600,OWN,5.0,VENTURE,A,1000,7.29,0,0.06,N,4,12,713,7698,12074,Unemployed,4,1.35
26,108000,RENT,2.0,PERSONAL,D,25000,15.05,1,0.23,N,3,36,674,72113,0,Unemployed,5,0.46
26,129996,RENT,6.0,PERSONAL,B,25000,10.75,0,0.19,N,3,60,705,70793,0,Unemployed,4,0.35
23,130000,RENT,4.0,EDUCATION,D,25000,16.02,0,0.19,Y,2,24,772,59235,0,Salaried,0,0.19
23,130000,RENT,7.0,VENTURE,B,25000,11.49,0,0.19,N,4,24,660,86454,0,Unemployed,1,0.23
25,170000,OWN,4.0,EDUCATION,B,20000,12.53,0,0.12,N,4,36,563,114229,92551,Salaried,3,0.21
26,170000,MORTGAGE,0.0,VENTURE,C,12000,13.57,0,0.07,Y,2,24,704,68973,0,Self-Employed,2,0.13
22,169000,RENT,1.0,PERSONAL,B,14000,11.14,0,0.08,N,3,12,688,77293,0,Self-Employed,4,0.2
26,168750,RENT,10.0,MEDICAL,C,24250,12.87,0,0.14,Y,3,60,643,115860,0,Self-Employed,1,0.17
23,168600,RENT,3.0,EDUCATION,B,20000,11.58,0,0.12,N,3,48,699,87068,0,Freelancer,3,0.21
24,168288,RENT,5.0,HOMEIMPROVEMENT,B,1800,11.12,0,0.01,N,3,24,719,79549,0,Self-Employed,1,0.04
25,168000,MORTGAGE,2.0,PERSONAL,B,35000,10.65,0,0.21,N,2,12,632,63531,41289,Salaried,5,0.36
24,133300,RENT,6.0,DEBTCONSOLIDATION,B,25000,10.37,0,0.19,N,2,48,664,60488,0,Unemployed,5,0.38
24,15600,OWN,5.0,HOMEIMPROVEMENT,A,3300,6.39,1,0.21,N,4,60,753,8618,0,Self-Employed,4,1.49
24,134000,RENT,8.0,PERSONAL,D,25000,16.07,0,0.19,Y,3,48,643,42274,0,Salaried,4,0.34
25,134000,RENT,7.0,MEDICAL,B,25000,10.62,0,0.19,N,2,12,683,44665,0,Self-Employed,5,0.37
25,15600,OWN,0.0,VENTURE,F,3200,18.09,1,0.21,N,2,48,548,4713,0,Unemployed,4,1.49
25,135000,RENT,5.0,EDUCATION,B,25000,11.36,0,0.19,N,4,36,605,52322,0,Self-Employed,1,0.22
26,135660,RENT,10.0,DEBTCONSOLIDATION,B,25000,12.53,0,0.18,N,4,48,687,50627,0,Freelancer,5,0.37
25,145000,RENT,0.0,EDUCATION,B,25000,9.99,0,0.17,N,4,24,741,92846,0,Freelancer,4,0.31
23,150000,RENT,4.0,EDUCATION,B,25000,10.36,0,0.17,N,3,24,611,56114,0,Self-Employed,5,0.33
23,165000,MORTGAGE,3.0,EDUCATION,A,9600,5.99,0,0.06,N,3,36,683,93137,0,Self-Employed,5,0.21
22,153000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,24000,15.62,1,0.16,Y,2,12,661,53143,0,Freelancer,4,0.29
24,165000,MORTGAGE,5.0,PERSONAL,B,20000,10.37,0,0.12,N,4,24,727,88674,0,Unemployed,2,0.18
25,165000,MORTGAGE,0.0,HOMEIMPROVEMENT,F,25000,19.74,0,0.15,N,4,60,619,78250,0,Self-Employed,4,0.27
21,165000,MORTGAGE,5.0,EDUCATION,A,20000,6.91,0,0.12,N,4,24,701,76472,0,Self-Employed,1,0.15
23,16000,OWN,7.0,MEDICAL,A,6000,7.9,1,0.38,N,2,24,647,10281,11467,Salaried,4,1.62
23,16000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,2275,13.06,0,0.14,Y,4,12,691,5873,5265,Freelancer,4,1.39
23,16000,OWN,7.0,PERSONAL,A,2000,6.39,0,0.13,N,3,48,683,8609,0,Freelancer,3,1.06
23,148000,RENT,1.0,DEBTCONSOLIDATION,E,25000,14.93,1,0.17,N,3,24,667,93054,0,Unemployed,2,0.24
23,16000,MORTGAGE,1.0,MEDICAL,C,5600,12.84,1,0.35,N,4,36,703,9368,9821,Self-Employed,3,1.29
24,16020,OWN,3.0,VENTURE,E,3625,17.14,1,0.23,Y,2,48,682,11107,0,Salaried,1,0.54
22,16094,MORTGAGE,2.0,VENTURE,A,5500,7.14,1,0.34,N,3,60,673,4841,5020,Unemployed,3,1.27
25,175000,RENT,2.0,PERSONAL,A,25000,8.9,0,0.14,N,2,12,662,114405,0,Salaried,0,0.14
22,16200,OWN,6.0,PERSONAL,B,2000,12.42,0,0.12,N,3,60,683,8835,0,Freelancer,5,1.67
24,185000,RENT,7.0,HOMEIMPROVEMENT,C,25000,12.68,0,0.14,Y,2,48,691,55683,0,Freelancer,1,0.16
25,162000,RENT,9.0,PERSONAL,C,25000,11.03,0,0.15,N,2,48,630,78763,75496,Self-Employed,1,0.19
26,161000,RENT,10.0,VENTURE,A,30000,7.9,0,0.19,N,4,48,662,97722,0,Self-Employed,1,0.22
22,160000,MORTGAGE,0.0,MEDICAL,B,35000,10.65,0,0.22,N,4,60,627,59682,0,Unemployed,5,0.38
25,225000,RENT,5.0,VENTURE,B,25000,11.86,0,0.11,N,4,48,678,128562,104629,Self-Employed,0,0.11
25,16400,OWN,1.0,PERSONAL,A,5000,8.94,1,0.3,N,4,60,650,5836,0,Salaried,0,0.3
23,16500,OWN,6.0,VENTURE,B,4375,9.63,1,0.27,N,4,48,718,10252,0,Unemployed,4,1.48
25,49500,RENT,6.0,PERSONAL,C,24750,14.22,1,0.5,N,3,36,713,26105,0,Freelancer,3,0.8
23,60000,RENT,4.0,DEBTCONSOLIDATION,B,24750,9.33,1,0.41,N,3,48,633,18813,0,Self-Employed,0,0.41
24,84200,RENT,8.0,MEDICAL,C,24500,13.85,0,0.29,N,4,60,679,28320,0,Salaried,3,0.47
22,16800,MORTGAGE,5.0,EDUCATION,B,2000,10.65,0,0.12,N,2,24,711,10845,0,Unemployed,3,1.01
24,92000,RENT,8.0,MEDICAL,B,24500,11.46,0,0.27,N,4,48,671,28814,0,Unemployed,5,0.54
23,160000,MORTGAGE,5.0,PERSONAL,A,35000,7.66,0,0.22,N,2,24,643,67106,0,Self-Employed,0,0.22
24,160000,MORTGAGE,9.0,VENTURE,E,12000,16.77,0,0.07,N,4,36,625,84282,0,Self-Employed,0,0.08
25,160000,MORTGAGE,1.0,PERSONAL,B,12000,9.63,0,0.07,N,4,12,722,61660,112647,Freelancer,3,0.17
26,160000,RENT,6.0,PERSONAL,C,25000,12.23,0,0.16,Y,4,36,725,62350,0,Unemployed,3,0.25
25,125800,MORTGAGE,0.0,MEDICAL,D,10000,14.09,1,0.07,N,4,48,669,76790,0,Unemployed,5,0.28
25,54000,RENT,2.0,PERSONAL,C,24250,13.98,1,0.45,N,4,24,718,22485,18475,Unemployed,4,0.82
23,62500,RENT,1.0,EDUCATION,B,24250,10.62,1,0.39,N,4,24,531,19714,0,Freelancer,0,0.39
24,16800,MORTGAGE,,DEBTCONSOLIDATION,A,3900,,1,0.23,N,3,60,746,9885,11199,Freelancer,3,1.12
25,68400,RENT,9.0,PERSONAL,E,24250,17.56,1,0.35,N,4,24,672,46631,0,Freelancer,0,0.35
26,56045,RENT,1.0,MEDICAL,D,24250,14.96,1,0.37,N,2,60,687,35463,15199,Self-Employed,0,0.43
22,74000,RENT,7.0,DEBTCONSOLIDATION,D,24250,15.65,1,0.33,Y,2,12,663,38437,24530,Salaried,2,0.46
24,65453,RENT,9.0,MEDICAL,D,24250,15.7,1,0.31,N,2,48,749,30759,47899,Freelancer,2,0.52
24,89908,RENT,1.0,VENTURE,B,24250,12.53,0,0.27,N,3,60,626,60244,0,Freelancer,4,0.49
26,78000,RENT,0.0,HOMEIMPROVEMENT,E,24250,17.56,1,0.31,Y,3,12,753,47306,61279,Unemployed,2,0.44
23,100000,RENT,0.0,PERSONAL,C,24250,12.87,0,0.24,Y,2,24,699,52826,73144,Freelancer,1,0.29
23,103000,RENT,6.0,PERSONAL,D,24250,15.7,0,0.24,N,2,24,711,67148,0,Salaried,3,0.38
25,160000,MORTGAGE,2.0,EDUCATION,A,9000,,0,0.06,N,3,12,663,86509,0,Salaried,4,0.18
25,160000,OWN,5.0,VENTURE,B,15000,11.14,0,0.09,N,4,24,614,110304,0,Salaried,3,0.19
24,160000,MORTGAGE,3.0,VENTURE,D,20000,16.0,0,0.13,N,3,12,726,102930,0,Freelancer,0,0.12
23,160000,MORTGAGE,2.0,EDUCATION,D,25000,15.65,0,0.16,Y,2,60,695,83228,0,Unemployed,1,0.19
26,160000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,13750,,0,0.09,N,4,60,748,107061,0,Unemployed,4,0.21
21,160000,MORTGAGE,3.0,VENTURE,D,15250,15.31,0,0.1,Y,4,12,670,69916,0,Self-Employed,4,0.22
25,160000,MORTGAGE,3.0,VENTURE,C,20000,13.47,0,0.13,Y,2,60,659,92859,0,Freelancer,3,0.22
22,16800,MORTGAGE,0.0,HOMEIMPROVEMENT,C,4750,13.85,1,0.28,Y,2,60,749,6190,0,Self-Employed,2,0.88
25,111996,RENT,9.0,PERSONAL,D,24250,,0,0.22,N,3,60,775,73709,0,Salaried,0,0.22
21,16800,MORTGAGE,0.0,VENTURE,B,6000,10.39,1,0.36,N,4,36,680,6706,0,Salaried,1,0.65
25,115200,RENT,0.0,HOMEIMPROVEMENT,B,24250,11.36,0,0.21,N,2,48,642,78291,41920,Salaried,1,0.25
23,144000,RENT,0.0,EDUCATION,B,24250,11.83,0,0.17,N,3,24,720,44178,80087,Salaried,0,0.17
23,287000,RENT,3.0,EDUCATION,B,24250,12.53,0,0.08,N,3,36,667,164374,0,Unemployed,2,0.12
22,108000,RENT,1.0,HOMEIMPROVEMENT,D,24150,14.96,1,0.22,Y,3,60,709,38882,25031,Self-Employed,4,0.41
22,43000,RENT,7.0,DEBTCONSOLIDATION,C,24000,13.85,1,0.56,Y,3,12,667,26157,0,Unemployed,5,1.14
23,47004,RENT,1.0,VENTURE,B,24000,11.58,1,0.51,N,4,60,758,23349,0,Salaried,5,1.04
24,48000,RENT,4.0,VENTURE,D,24000,16.29,1,0.5,Y,2,48,645,31865,0,Self-Employed,2,0.71
26,48000,RENT,4.0,MEDICAL,A,24000,,1,0.5,N,3,60,704,28129,0,Salaried,5,1.02
21,44964,RENT,2.0,EDUCATION,D,24000,16.29,1,0.53,Y,2,12,655,27306,0,Unemployed,4,0.98
25,52000,RENT,,PERSONAL,B,24000,10.74,1,0.46,N,2,48,665,18105,31695,Salaried,0,0.46
22,17352,MORTGAGE,,EDUCATION,C,2250,15.27,0,0.13,Y,3,60,659,5875,0,Salaried,5,1.57
24,47000,RENT,3.0,PERSONAL,F,24000,17.8,1,0.51,N,2,48,716,30090,0,Unemployed,0,0.51
22,17400,MORTGAGE,6.0,VENTURE,B,1000,11.36,0,0.06,N,2,24,725,6791,0,Freelancer,0,0.06
22,49000,RENT,2.0,MEDICAL,E,24000,17.56,1,0.49,N,4,24,707,31692,0,Self-Employed,3,0.8
26,60000,RENT,0.0,PERSONAL,A,24000,7.9,1,0.4,N,4,60,674,21420,43696,Self-Employed,4,0.73
25,60000,RENT,3.0,PERSONAL,B,24000,10.99,1,0.4,N,4,48,687,25402,39125,Salaried,4,0.73
22,60000,RENT,0.0,PERSONAL,A,24000,7.29,1,0.4,N,3,12,724,40289,0,Salaried,1,0.48
21,60000,RENT,5.0,MEDICAL,B,24000,10.75,1,0.4,N,2,60,726,38153,0,Unemployed,0,0.4
26,62004,RENT,9.0,DEBTCONSOLIDATION,A,24000,7.9,1,0.39,N,3,24,545,19946,0,Freelancer,4,0.71
22,62400,RENT,3.0,EDUCATION,D,24000,14.84,1,0.38,N,2,24,666,29904,0,Salaried,0,0.38
26,65000,RENT,10.0,DEBTCONSOLIDATION,A,24000,,1,0.37,N,2,60,668,43156,0,Freelancer,5,0.75
22,17760,MORTGAGE,6.0,EDUCATION,C,4975,,1,0.28,Y,3,48,713,5432,0,Unemployed,4,1.41
23,59000,RENT,5.0,DEBTCONSOLIDATION,E,24000,19.69,1,0.41,Y,2,24,676,20232,0,Salaried,1,0.49
23,66000,RENT,6.0,VENTURE,A,24000,,1,0.36,N,4,48,715,36833,0,Self-Employed,1,0.44
24,60000,RENT,0.0,VENTURE,D,24000,14.96,1,0.4,N,4,24,626,20519,0,Freelancer,1,0.48
25,66143,RENT,9.0,EDUCATION,A,24000,6.99,1,0.36,N,3,24,693,31717,19171,Freelancer,1,0.44
22,62250,RENT,3.0,PERSONAL,E,24000,16.45,1,0.39,Y,4,36,725,31319,0,Self-Employed,2,0.55
24,70000,RENT,8.0,EDUCATION,B,24000,10.99,1,0.34,N,4,24,606,45087,0,Self-Employed,5,0.7
23,74000,RENT,7.0,DEBTCONSOLIDATION,B,24000,10.99,1,0.32,N,2,12,805,50538,0,Freelancer,1,0.39
22,18000,OWN,3.0,PERSONAL,A,3000,7.9,1,0.17,N,4,60,739,9088,0,Self-Employed,3,1.0
22,75000,RENT,6.0,EDUCATION,B,24000,12.69,1,0.32,N,4,60,680,37810,28293,Freelancer,4,0.59
24,75000,RENT,9.0,MEDICAL,B,24000,10.37,1,0.32,N,3,48,638,44303,0,Unemployed,2,0.45
24,75000,RENT,7.0,HOMEIMPROVEMENT,C,24000,,1,0.32,N,3,24,671,28275,0,Freelancer,1,0.39
26,69000,RENT,0.0,DEBTCONSOLIDATION,F,24000,15.83,1,0.35,N,3,12,684,46667,54505,Self-Employed,4,0.64
23,78000,RENT,4.0,PERSONAL,C,24000,13.92,1,0.31,N,3,48,702,23437,0,Salaried,3,0.5
22,18000,OWN,,VENTURE,B,2000,11.49,0,0.11,N,3,36,755,5412,4076,Salaried,3,0.94
24,80000,RENT,2.0,MEDICAL,B,24000,10.25,0,0.3,N,2,48,656,44021,20711,Self-Employed,5,0.61
22,18000,OWN,1.0,HOMEIMPROVEMENT,A,3500,7.49,1,0.19,N,4,48,708,7858,13023,Freelancer,2,0.75
23,18000,OWN,3.0,EDUCATION,A,4000,5.99,1,0.22,N,2,24,615,8266,0,Freelancer,0,0.22
23,74700,RENT,6.0,PERSONAL,D,24000,12.92,1,0.32,N,2,36,659,29026,23035,Freelancer,3,0.52
